gene_id	hk_status	n_tissues_expressed	mean_nTPM_across_expressed_tissues	median_nTPM_across_expressed_tissues	variance_log10_nTPM_plus1	sd_log10_nTPM_plus1	gene_length_bp	log10_gene_length_bp	fixed_breadth_group
ENSG00000007545	non-HK	36	9.62777777777778	9.05	0.0228611420939238	0.15119901485765	65572	4.81671843020788	broad non-HK fixed
ENSG00000007866	non-HK	35	22.2742857142857	16.1	0.217087234634668	0.465926211577186	23483	4.3707535781045	broad non-HK fixed
ENSG00000007908	non-HK	31	5.90322580645161	4.3	0.0747422908479281	0.273390363487684	42066	4.62393121749553	broad non-HK fixed
ENSG00000007923	HK	36	15.0527777777778	12.85	0.0253074250811119	0.159083076036114	67757	4.83095416898309	HK
ENSG00000007933	non-HK	27	18.7777777777778	4	0.227997075059594	0.477490392635909	33563	4.52586077293185	intermediate non-HK fixed
ENSG00000007944	non-HK	36	16.5527777777778	16.8	0.0555124070599796	0.235610710834587	22282	4.34795416989402	broad non-HK fixed
ENSG00000007952	non-HK	2	10.55	10.55	0.419461328563627	0.647658342464317	31141	4.49333255452333	restricted non-HK fixed
ENSG00000007968	non-HK	8	3.5375	3.3	0.0358129003514059	0.189242966451612	24796	4.39438162767954	intermediate non-HK fixed
ENSG00000008018	HK	36	164.347222222222	156.25	0.0142673148618391	0.119445865821464	18212	4.26035764163615	HK
ENSG00000008056	non-HK	33	37.7212121212121	2.8	0.523613000094771	0.723611083452134	47958	4.68086106335352	broad non-HK fixed
ENSG00000008083	non-HK	36	6.76666666666667	5.4	0.0315875133893954	0.177728763539826	277106	5.44264592938628	broad non-HK fixed
ENSG00000008086	non-HK	32	2.88125	2.2	0.0356211158062479	0.188735571120676	228047	5.35802436339118	broad non-HK fixed
ENSG00000008118	non-HK	14	13.6357142857143	8.35	0.197358690761658	0.44425070710316	30226	4.48038067801247	intermediate non-HK fixed
ENSG00000008128	non-HK	36	21.6583333333333	21.05	0.0172715275251128	0.131421183700014	22104	4.34447087190846	broad non-HK fixed
ENSG00000008130	non-HK	36	34.875	29.55	0.0434480610371638	0.208441984823509	29313	4.4670602680042	broad non-HK fixed
ENSG00000008196	non-HK	7	6.02857142857143	4.3	0.0394470176971642	0.198612732968368	28897	4.46085275794429	intermediate non-HK fixed
ENSG00000008226	non-HK	11	5.12727272727273	2.2	0.117811993764386	0.34323751800231	84821	4.92850338828311	intermediate non-HK fixed
ENSG00000008256	non-HK	36	15.9083333333333	14.95	0.0363594414433465	0.19068151835809	110875	5.04483363283978	broad non-HK fixed
ENSG00000008277	non-HK	25	6.552	3.1	0.112629059638234	0.335602532228579	268754	5.42935493679343	intermediate non-HK fixed
ENSG00000008282	HK	36	62.875	58.05	0.0624236409154438	0.249847235156693	22090	4.34419571587144	HK
ENSG00000008283	non-HK	36	27.7944444444444	21.5	0.114667164448435	0.338625404316384	14811	4.17058438193919	broad non-HK fixed
ENSG00000008294	HK	36	26.5138888888889	21.45	0.0363254250308699	0.190592300555059	158753	5.20072194102628	HK
ENSG00000008300	non-HK	10	4.04	2.2	0.0721479683054471	0.268603738442798	26424	4.42199856068336	intermediate non-HK fixed
ENSG00000008311	non-HK	36	13.1777777777778	11	0.0529465022908062	0.230101069729817	79907	4.90258482597497	broad non-HK fixed
ENSG00000008323	non-HK	18	5.68333333333333	4.3	0.0716311791117593	0.267640017769689	18710	4.27207378750001	intermediate non-HK fixed
ENSG00000008324	HK	36	16.425	14.2	0.0208458767823595	0.144381012540983	15095	4.17883311735912	HK
ENSG00000008382	non-HK	36	16.4083333333333	15.1	0.0307767909340175	0.175433152323093	16560	4.21906033244886	broad non-HK fixed
ENSG00000008394	non-HK	36	217.769444444444	130.65	0.295381704358148	0.543490298310971	262145	5.41854157865047	broad non-HK fixed
ENSG00000008405	non-HK	36	11.2666666666667	9.8	0.0195181335960364	0.13970731403916	102492	5.01068996791424	broad non-HK fixed
