gene_id	gene_length_bp	log10_gene_length_bp	Tissue	nTPM	gene_name	description	expressed_ntpm_ge_1
ENSG00000212900	714	2.85369821177617	fallopian tube	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	heart muscle	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	hippocampal formation	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	hypothalamus	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	kidney	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	liver	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	lung	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	midbrain	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	ovary	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	pancreas	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	pituitary gland	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	prostate	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	retina	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	salivary gland	2.6	KRTAP3-2	NA	TRUE
ENSG00000212900	714	2.85369821177617	skeletal muscle	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	skin	95.7	KRTAP3-2	NA	TRUE
ENSG00000212900	714	2.85369821177617	small intestine	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	spinal cord	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	spleen	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	stomach	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	testis	0.2	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	thyroid gland	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	urinary bladder	0	KRTAP3-2	NA	FALSE
ENSG00000212900	714	2.85369821177617	vagina	0.4	KRTAP3-2	NA	FALSE
ENSG00000274749	721	2.85793526471943	adipose tissue	0.2	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	adrenal gland	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	amygdala	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	basal ganglia	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	blood vessel	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	breast	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	cerebellum	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	cerebral cortex	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	cervix	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	colon	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	endometrium	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	esophagus	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	fallopian tube	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	heart muscle	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	hippocampal formation	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	hypothalamus	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	kidney	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	liver	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	lung	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	midbrain	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	ovary	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	pancreas	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	pituitary gland	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	prostate	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	retina	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	salivary gland	0.8	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	skeletal muscle	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	skin	22.7	KRTAP7-1	NA	TRUE
ENSG00000274749	721	2.85793526471943	small intestine	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	spinal cord	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	spleen	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	stomach	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	testis	0.1	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	thyroid gland	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	urinary bladder	0	KRTAP7-1	NA	FALSE
ENSG00000274749	721	2.85793526471943	vagina	0	KRTAP7-1	NA	FALSE
ENSG00000086506	721	2.85793526471943	adipose tissue	0.3	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	adrenal gland	0.1	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	amygdala	13.5	HBQ1	NA	TRUE
ENSG00000086506	721	2.85793526471943	basal ganglia	11.5	HBQ1	NA	TRUE
ENSG00000086506	721	2.85793526471943	blood vessel	0.2	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	breast	0.1	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	cerebellum	0.8	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	cerebral cortex	9.7	HBQ1	NA	TRUE
ENSG00000086506	721	2.85793526471943	cervix	0.1	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	colon	0.1	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	endometrium	0	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	esophagus	0.1	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	fallopian tube	0.2	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	heart muscle	0.6	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	hippocampal formation	6.6	HBQ1	NA	TRUE
ENSG00000086506	721	2.85793526471943	hypothalamus	4.5	HBQ1	NA	TRUE
ENSG00000086506	721	2.85793526471943	kidney	0.5	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	liver	0.4	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	lung	0.9	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	midbrain	2.4	HBQ1	NA	TRUE
ENSG00000086506	721	2.85793526471943	ovary	0.1	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	pancreas	0	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	pituitary gland	0.7	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	prostate	0	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	retina	0	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	salivary gland	0	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	skeletal muscle	0	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	skin	0.2	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	small intestine	0	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	spinal cord	1.1	HBQ1	NA	TRUE
ENSG00000086506	721	2.85793526471943	spleen	3.7	HBQ1	NA	TRUE
ENSG00000086506	721	2.85793526471943	stomach	0	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	testis	1.9	HBQ1	NA	TRUE
ENSG00000086506	721	2.85793526471943	thyroid gland	0.2	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	urinary bladder	0	HBQ1	NA	FALSE
ENSG00000086506	721	2.85793526471943	vagina	0.2	HBQ1	NA	FALSE
ENSG00000187475	724	2.85973856619715	adipose tissue	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	adrenal gland	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	amygdala	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	basal ganglia	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	blood vessel	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	breast	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	cerebellum	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	cerebral cortex	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	cervix	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	colon	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	endometrium	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	esophagus	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	fallopian tube	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	heart muscle	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	hippocampal formation	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	hypothalamus	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	kidney	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	liver	0.1	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	lung	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	midbrain	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	ovary	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	pancreas	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	pituitary gland	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	prostate	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	retina	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	salivary gland	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	skeletal muscle	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	skin	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	small intestine	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	spinal cord	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	spleen	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	stomach	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	testis	1	H1-6	NA	TRUE
ENSG00000187475	724	2.85973856619715	thyroid gland	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	urinary bladder	0	H1-6	NA	FALSE
ENSG00000187475	724	2.85973856619715	vagina	0	H1-6	NA	FALSE
ENSG00000289281	728	2.86213137931304	retina	0	ENSG00000289281	NA	FALSE
ENSG00000163352	730	2.86332286012046	adipose tissue	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	adrenal gland	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	amygdala	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	basal ganglia	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	blood vessel	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	breast	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	cerebellum	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	cerebral cortex	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	cervix	0.1	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	colon	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	endometrium	0.1	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	esophagus	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	fallopian tube	0.1	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	heart muscle	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	hippocampal formation	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	hypothalamus	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	kidney	0.2	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	liver	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	lung	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	midbrain	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	ovary	0.1	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	pancreas	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	pituitary gland	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	prostate	0.1	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	retina	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	salivary gland	0.1	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	skeletal muscle	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	skin	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	small intestine	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	spinal cord	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	spleen	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	stomach	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	testis	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	thyroid gland	0.2	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	urinary bladder	0	LENEP	NA	FALSE
ENSG00000163352	730	2.86332286012046	vagina	0	LENEP	NA	FALSE
ENSG00000250254	731	2.86391737695786	adipose tissue	0.2	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	adrenal gland	0	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	amygdala	0.3	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	basal ganglia	0.3	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	blood vessel	1.2	PTTG2	NA	TRUE
ENSG00000250254	731	2.86391737695786	breast	0.2	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	cerebellum	0.7	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	cerebral cortex	0.4	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	cervix	0.3	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	colon	1.3	PTTG2	NA	TRUE
ENSG00000250254	731	2.86391737695786	endometrium	0.6	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	esophagus	0.1	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	fallopian tube	0.6	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	heart muscle	0.9	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	hippocampal formation	0.4	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	hypothalamus	0.2	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	kidney	0.3	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	liver	0.3	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	lung	0.4	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	midbrain	0.3	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	ovary	0.2	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	pancreas	0.2	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	pituitary gland	0.2	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	prostate	0.3	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	retina	0	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	salivary gland	0.1	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	skeletal muscle	0.7	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	skin	0.1	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	small intestine	0.4	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	spinal cord	0.3	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	spleen	0.9	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	stomach	0.3	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	testis	0	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	thyroid gland	0.2	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	urinary bladder	0.6	PTTG2	NA	FALSE
ENSG00000250254	731	2.86391737695786	vagina	0.3	PTTG2	NA	FALSE
ENSG00000129862	732	2.86451108105839	adipose tissue	0	VCY1B	NA	FALSE
ENSG00000129862	732	2.86451108105839	adrenal gland	0	VCY1B	NA	FALSE
ENSG00000129862	732	2.86451108105839	amygdala	0	VCY1B	NA	FALSE
ENSG00000129862	732	2.86451108105839	basal ganglia	0	VCY1B	NA	FALSE
ENSG00000129862	732	2.86451108105839	blood vessel	0	VCY1B	NA	FALSE
ENSG00000129862	732	2.86451108105839	breast	0	VCY1B	NA	FALSE
ENSG00000129862	732	2.86451108105839	cerebellum	0	VCY1B	NA	FALSE
ENSG00000129862	732	2.86451108105839	cerebral cortex	0	VCY1B	NA	FALSE
