Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSG00000133112	45333471	45341284	13
ENSG00000182154	137551879	137552555	9
ENSG00000129472	21459020	21476960	14
ENSG00000187713	137204082	137205648	9
ENSG00000005810	77042474	77327094	13
ENSG00000005810	77042474	77327094	13
ENSG00000188986	137255327	137273542	9
ENSG00000120699	36998816	37025881	13
ENSG00000242259	19351368	19447711	22
ENSG00000242259	19351368	19447711	22
ENSG00000099901	20115877	20127355	22
ENSG00000099901	20115877	20127355	22
ENSG00000120686	38349826	38363619	13
ENSG00000187522	14838306	14871741	10
ENSG00000141959	44300017	44327377	21
ENSG00000172586	73782047	73783652	10
ENSG00000126261	34428352	34471251	19
ENSG00000102572	98445185	98577940	13
ENSG00000102572	98445185	98577940	13
ENSG00000155876	19049427	19051025	9
ENSG00000198728	102106489	102120368	10
ENSG00000198728	102106489	102120368	10
ENSG00000129128	176319966	176332245	4
ENSG00000176396	39538707	39540161	19
ENSG00000170604	45883608	45886141	19
ENSG00000119616	74713144	74738620	14
ENSG00000132467	70688532	70690551	4
ENSG00000122026	27251283	27259609	13
ENSG00000122026	27251283	27259609	13
ENSG00000118579	17614641	17634105	4
ENSG00000101457	45791946	45811427	20
ENSG00000177971	75639085	75648706	15
ENSG00000243056	140547662	140549576	5
ENSG00000131495	140638740	140647771	5
ENSG00000125534	63520754	63527076	20
ENSG00000154719	25585632	25607525	21
ENSG00000171222	35953617	35959472	20
ENSG00000171222	35953617	35959472	20
ENSG00000145337	88520998	88523776	4
ENSG00000126005	35201745	35278131	20
ENSG00000101421	33811345	33854366	20
ENSG00000189241	116267760	116279930	6
ENSG00000169057	154021573	154137103	X
ENSG00000184076	29767369	29770413	22
ENSG00000184076	29767369	29770413	22
ENSG00000091164	56597209	56651600	18
ENSG00000099942	20917407	20953747	22
ENSG00000124733	43011143	43016868	6
ENSG00000183255	44849585	44873903	21
ENSG00000136827	129812942	129824244	9
ENSG00000197386	3041363	3243957	4
ENSG00000119669	77024543	77028708	14
ENSG00000204439	31658298	31660778	6
ENSG00000128185	20314238	20320080	22
ENSG00000138688	122152331	122364167	4
ENSG00000187866	68780065	68785566	9
ENSG00000155096	102826111	102893864	8
ENSG00000100410	41459705	41468711	22
ENSG00000132792	37694030	37872129	20
ENSG00000140391	77041404	77083984	15
ENSG00000140391	77041404	77083984	15
ENSG00000120314	140664868	140674124	5
ENSG00000204435	31665227	31670343	6
ENSG00000186222	6716174	6717664	4
ENSG00000100216	38681924	38685421	22
ENSG00000133639	92140278	92145846	12
ENSG00000182117	34339159	34343180	15
ENSG00000123144	12730640	12734684	19
ENSG00000105723	42226225	42242625	19
ENSG00000145741	73498408	73505667	5
ENSG00000145741	73498408	73505667	5
ENSG00000185896	113297088	113323674	13
ENSG00000127870	26132115	26222460	13
ENSG00000101160	58985686	59008238	20
ENSG00000204619	30066709	30070333	6
ENSG00000173575	92886203	93027996	15
ENSG00000141867	15235519	15332545	19
ENSG00000141867	15235519	15332545	19
ENSG00000204304	32184733	32190202	6
ENSG00000187051	39529088	39532767	22
ENSG00000100811	100238298	100282788	14
ENSG00000100387	40951277	40973539	22
ENSG00000107262	33247820	33264720	9
ENSG00000185651	21549447	21624034	22
ENSG00000185651	21549447	21624034	22
ENSG00000178913	141259884	141320784	5
ENSG00000102580	95677114	95794988	13
ENSG00000240972	23894372	23895227	22
ENSG00000104756	25427847	25458476	8
ENSG00000105258	36113709	36115213	19
ENSG00000215440	58689131	58719238	20
ENSG00000105617	54155161	54159721	19
ENSG00000125743	45687460	45692569	19
ENSG00000227057	33279108	33289247	6
ENSG00000132356	40759389	40798374	5
ENSG00000125901	3046041	3048254	20
ENSG00000198911	41833099	41907308	22
ENSG00000237190	134402065	134411881	5
ENSG00000146066	176388751	176389761	5
ENSG00000104221	37843268	37849861	8
ENSG00000154723	25716005	25735721	21
ENSG00000154723	25716005	25735721	21
ENSG00000154723	25716005	25735721	21
ENSG00000164040	128269237	128288829	4
ENSG00000177225	767220	777488	11
ENSG00000136100	52412602	52450684	13
ENSG00000134590	135032355	135033546	X
ENSG00000203950	135050932	135052196	X
ENSG00000176340	63974620	63976543	11
ENSG00000173011	7041899	7057952	4
ENSG00000100142	37952607	38041915	22
ENSG00000171456	32358266	32439319	20
ENSG00000100221	38685543	38701556	22
ENSG00000175602	65890673	65891635	11
ENSG00000175573	65916810	65919062	11
ENSG00000175550	65919274	65921563	11
ENSG00000088832	1368977	1393164	20
ENSG00000088832	1368977	1393164	20
ENSG00000175115	66070272	66244744	11
ENSG00000170881	124474866	124488618	8
ENSG00000131100	17592136	17630958	22
ENSG00000125821	18587920	18766644	20
ENSG00000101166	59033143	59042897	20
ENSG00000114125	141738249	141747560	3
ENSG00000114125	141738249	141747560	3
ENSG00000165169	37836757	37847571	X
ENSG00000120451	130866250	130916479	11
ENSG00000172757	65823022	65862026	11
ENSG00000172757	65823022	65862026	11
ENSG00000113712	149492982	149551471	5
ENSG00000113712	149492982	149551471	5
ENSG00000088247	6413102	6424811	19
ENSG00000088247	6413102	6424811	19
ENSG00000183864	41433489	41446801	22
ENSG00000017797	9474991	9538114	18
ENSG00000205138	35995188	35996312	19
ENSG00000101856	119236244	119244468	X
ENSG00000134440	57600000	57622213	18
ENSG00000138246	132417502	132539032	3
ENSG00000102753	49697744	49793068	13
ENSG00000100418	41598028	41621081	22
ENSG00000099940	20858537	20891214	22
ENSG00000112679	291630	351355	6
ENSG00000134265	10525905	10552766	18
ENSG00000163961	196468783	196503768	3
ENSG00000158290	120505920	120604074	X
ENSG00000278615	62662817	62665210	11
ENSG00000019995	124942123	124988189	10
ENSG00000158470	49632945	49713908	20
ENSG00000163634	63833870	63863868	3
ENSG00000022277	56468585	56519449	20
ENSG00000149657	62122444	62136728	20
ENSG00000196396	50510321	50585241	20
ENSG00000177383	184710364	184712064	3
ENSG00000181915	62804720	62808479	10
ENSG00000107854	91798426	91865475	10
ENSG00000111237	110491083	110502111	12
ENSG00000151553	114821744	114899832	10
ENSG00000169976	144094884	144095573	6
ENSG00000186298	110719680	110742939	12
ENSG00000100348	36466895	36482072	22
ENSG00000100348	36466895	36482072	22
ENSG00000126226	113177536	113208715	13
ENSG00000139645	56237807	56258384	12
ENSG00000128789	12658043	12728945	18
ENSG00000128789	12658043	12728945	18
ENSG00000099341	38374563	38383850	19
ENSG00000099341	38374563	38383850	19
ENSG00000171862	87862638	87971930	10
ENSG00000171862	87862638	87971930	10
ENSG00000083937	87227271	87255556	3
ENSG00000111328	123250112	123272334	12
ENSG00000111328	123250112	123272334	12
ENSG00000088812	3471018	3651118	20
ENSG00000101557	158351	214629	18
ENSG00000176087	140564819	140569100	5
ENSG00000120688	41061509	41084006	13
ENSG00000022840	120533480	120577588	12
ENSG00000022840	120533480	120577588	12
ENSG00000163930	52401008	52410008	3
ENSG00000163930	52401008	52410008	3
ENSG00000163930	52401008	52410008	3
ENSG00000124172	59025475	59032358	20
ENSG00000185650	68787655	68796253	14
ENSG00000125971	34516379	34540958	20
ENSG00000124181	41136931	41196801	20
ENSG00000177733	137745651	137754363	5
ENSG00000115464	61187463	61471087	2
ENSG00000115464	61187463	61471087	2
ENSG00000174695	83052846	83077863	5
ENSG00000180304	64687573	64703281	15
ENSG00000174132	100535338	100586741	5
ENSG00000181704	68498562	68537282	X
ENSG00000068323	49028726	49043476	X
ENSG00000167468	1103982	1106791	19
ENSG00000167468	1103982	1106791	19
ENSG00000167468	1103982	1106791	19
ENSG00000101182	62136728	62143452	20
ENSG00000101182	62136728	62143452	20
ENSG00000246705	14774405	14778002	12
ENSG00000100347	43955399	44010531	22
ENSG00000090372	46719511	46746994	19
ENSG00000131174	77895727	77907376	X
ENSG00000102309	72181353	72302926	X
ENSG00000086758	53532096	53686752	X
ENSG00000141644	50266746	50281846	18
ENSG00000155957	66135846	66170027	12
ENSG00000155957	66135846	66170027	12
ENSG00000155957	66135846	66170027	12
ENSG00000166337	6606294	6612539	11
ENSG00000166337	6606294	6612539	11
ENSG00000130312	17292609	17306843	19
ENSG00000173674	20124525	20141982	X
ENSG00000100324	39399778	39437060	22
ENSG00000147164	71056332	71073426	X
ENSG00000147123	47142071	47145466	X
ENSG00000147123	47142071	47145466	X
ENSG00000141858	14087851	14091036	19
ENSG00000088448	110878540	110915071	13
ENSG00000088448	110878540	110915071	13
ENSG00000088448	110878540	110915071	13
ENSG00000165898	74493756	74497106	14
ENSG00000244687	50081122	50115959	20
ENSG00000077721	119474802	119591083	X
ENSG00000115274	74455087	74457944	2
ENSG00000134597	130401922	130413656	X
ENSG00000126768	48893447	48898143	X
ENSG00000125995	35699254	35700984	20
ENSG00000125995	35699254	35700984	20
ENSG00000102390	76173034	76178755	X
ENSG00000105402	47487637	47515091	19
ENSG00000135316	85607779	85644063	6
ENSG00000135316	85607779	85644063	6
ENSG00000100258	50502947	50507732	22
ENSG00000134900	102596958	102679958	13
ENSG00000198171	3188734	3204700	20
ENSG00000176915	132725503	132761832	12
ENSG00000149600	32702648	32743928	20
ENSG00000113811	53884417	53891885	3
ENSG00000198176	113584525	113641509	13
ENSG00000114503	196935402	196942594	3
ENSG00000270170	196942674	196943543	3
ENSG00000125970	33993632	34108308	20
ENSG00000125970	33993632	34108308	20
ENSG00000130177	114234856	114272723	13
ENSG00000147162	71533083	71575892	X
ENSG00000114023	122384161	122412334	3
ENSG00000114023	122384161	122412334	3
ENSG00000114023	122384161	122412334	3
ENSG00000213625	65420587	65436007	1
ENSG00000110321	10797050	10808940	11
ENSG00000110321	10797050	10808940	11
ENSG00000110321	10797050	10808940	11
ENSG00000139684	46770748	46799772	13
ENSG00000198162	117367449	117528872	1
ENSG00000125977	34088309	34112279	20
ENSG00000165943	93182176	93184930	14
ENSG00000066455	92794230	92839963	14
ENSG00000125356	119871796	119876689	X
ENSG00000188846	40457292	40468587	3
ENSG00000188846	40457292	40468587	3
ENSG00000047410	186311652	186375693	1
ENSG00000175215	57819927	57846729	12
ENSG00000165416	52652682	52700909	13
ENSG00000147586	79918401	80030304	8
ENSG00000178719	143990053	143993427	8
ENSG00000178719	143990053	143993427	8
ENSG00000178719	143990053	143993427	8
ENSG00000205542	12975107	12977227	X
ENSG00000205542	12975107	12977227	X
ENSG00000131871	101270531	101277500	15
ENSG00000169564	70087477	70089203	2
ENSG00000099956	23786931	23838009	22
ENSG00000099956	23786931	23838009	22
ENSG00000160131	151396515	151409364	X
ENSG00000147604	73290242	73295789	8
ENSG00000147604	73290242	73295789	8
ENSG00000174851	66284572	66289184	11
ENSG00000241343	101390824	101396155	X
ENSG00000241343	101390824	101396155	X
ENSG00000138381	189661385	189670831	2
ENSG00000102119	154379244	154381574	X
ENSG00000157014	10248023	10281218	3
ENSG00000151748	50632058	50668337	14
ENSG00000101367	32819769	32856284	20
ENSG00000253719	74537835	74545430	12
ENSG00000119689	74881891	74903966	14
ENSG00000136152	45464898	45536701	13
ENSG00000174579	136148917	136197241	3
ENSG00000035687	244408494	244451909	1
ENSG00000136146	48053323	48095131	13
ENSG00000136146	48053323	48095131	13
ENSG00000233276	49357174	49358605	3
ENSG00000119318	107283137	107332192	9
ENSG00000152484	27066150	27171885	13
ENSG00000104765	26383037	26505636	8
ENSG00000104671	30156319	30183639	8
ENSG00000147853	4709556	4742043	9
ENSG00000184897	129314771	129316286	3
ENSG00000129473	23298790	23313069	14
ENSG00000168275	234373456	234385080	1
ENSG00000173273	9555912	9782346	8
ENSG00000053501	17215346	17220237	19
ENSG00000107341	33817160	33920399	9
ENSG00000104412	108443601	108489196	8
ENSG00000078747	34363235	34511773	20
ENSG00000232119	120594010	120621159	X
ENSG00000100417	41576896	41595275	22
ENSG00000122490	79902420	79951676	18
ENSG00000122490	79902420	79951676	18
ENSG00000203880	64254921	64304820	20
ENSG00000148290	133351758	133356676	9
ENSG00000114784	40309707	40312424	3
ENSG00000005022	119468395	119471396	X
ENSG00000178980	47778677	47784686	19
ENSG00000023572	193090866	193106114	1
ENSG00000144711	12897043	13283281	3
ENSG00000101439	23626706	23638556	20
ENSG00000101439	23626706	23638556	20
ENSG00000141380	26016253	26091217	18
ENSG00000213221	136359480	136363744	9
ENSG00000182512	95533503	95544724	14
ENSG00000116539	155335268	155563162	1
ENSG00000100941	39175163	39183220	14
ENSG00000100982	45934678	45948023	20
ENSG00000100632	69380123	69398334	14
ENSG00000129518	34515938	34539721	14
ENSG00000124193	43457893	43466046	20
ENSG00000148300	133406059	133418096	9
ENSG00000058673	203795623	203854999	1
ENSG00000058673	203795623	203854999	1
ENSG00000126945	101408114	101414137	X
ENSG00000105323	41262496	41307787	19
ENSG00000105323	41262496	41307787	19
ENSG00000140577	90529890	90645345	15
ENSG00000106993	4679559	4708399	9
ENSG00000164168	147617386	147672044	4
ENSG00000198843	150602875	150630436	3
ENSG00000198843	150602875	150630436	3
ENSG00000104131	44537098	44563029	15
ENSG00000159658	46674659	46719146	1
ENSG00000034677	100257059	100336218	8
ENSG00000130706	62302066	62308867	20
ENSG00000105518	11342776	11346518	19
ENSG00000105518	11342776	11346518	19
ENSG00000198912	3889125	3900293	1
ENSG00000188243	75525214	75549439	13
ENSG00000189306	42507982	42519853	22
ENSG00000183172	42079564	42088243	22
ENSG00000100439	22598249	22612963	14
ENSG00000155827	101533853	101563344	9
ENSG00000025800	32108056	32176563	1
ENSG00000134046	54151606	54224669	18
ENSG00000196642	136807927	136841187	9
ENSG00000100422	46684410	46738267	22
ENSG00000147065	65588377	65741936	X
ENSG00000103769	65726054	65891989	15
ENSG00000103769	65726054	65891989	15
ENSG00000103769	65726054	65891989	15
ENSG00000119705	77708045	77761104	14
ENSG00000105583	12668073	12669430	19
ENSG00000105583	12668073	12669430	19
ENSG00000105583	12668073	12669430	19
ENSG00000161016	144789765	144792587	8
ENSG00000161016	144789765	144792587	8
ENSG00000161016	144789765	144792587	8
ENSG00000161016	144789765	144792587	8
ENSG00000176101	137188657	137190370	9
ENSG00000089289	70133345	70166324	X
ENSG00000137054	37481695	37503701	9
ENSG00000166479	68673688	68715147	18
ENSG00000165782	20457681	20461617	14
ENSG00000165782	20457681	20461617	14
ENSG00000063322	39391303	39400641	19
ENSG00000185721	31399560	31528740	22
ENSG00000189403	30456704	30618872	13
ENSG00000189403	30456704	30618872	13
ENSG00000189403	30456704	30618872	13
ENSG00000189403	30456704	30618872	13
ENSG00000100836	23321457	23326163	14
ENSG00000100836	23321457	23326163	14
ENSG00000056050	169729468	169757944	4
ENSG00000265681	49488346	49492564	18
ENSG00000265681	49488346	49492564	18
ENSG00000100804	23016543	23035230	14
ENSG00000136930	124352999	124415476	9
ENSG00000151327	35045117	35116630	14
ENSG00000261221	55605638	55617269	19
ENSG00000100220	32387576	32412265	22
ENSG00000144043	70968325	70994873	2
ENSG00000100568	67646904	67674903	14
ENSG00000100568	67646904	67674903	14
ENSG00000175768	37582646	37592609	9
ENSG00000196199	19633659	19673441	13
ENSG00000139496	25301524	25365390	13
ENSG00000153485	93184951	93188463	14
ENSG00000184007	31906421	31944856	1
ENSG00000184007	31906421	31944856	1
ENSG00000100211	38656375	38673868	22
ENSG00000166275	102854259	102864961	10
ENSG00000105248	4247080	4269091	19
ENSG00000014919	99710868	99732160	10
ENSG00000014919	99710868	99732160	10
ENSG00000138593	48988476	49046477	15
ENSG00000099804	531721	542092	19
ENSG00000137818	69452809	69456205	15
ENSG00000137818	69452809	69456205	15
ENSG00000143436	151759647	151763496	1
ENSG00000100911	24143362	24147570	14
ENSG00000100911	24143362	24147570	14
ENSG00000148730	70404144	70428618	10
ENSG00000119414	125146573	125189939	9
ENSG00000112977	10679230	10761273	5
ENSG00000125652	6372763	6375250	19
ENSG00000102158	77825747	77899271	X
ENSG00000119655	74476192	74494177	14
ENSG00000119655	74476192	74494177	14
ENSG00000140264	43777087	43804427	15
ENSG00000140264	43777087	43804427	15
ENSG00000140264	43777087	43804427	15
ENSG00000178896	144078621	144081244	8
ENSG00000175324	38163335	38176730	8
ENSG00000198034	72255679	72277312	X
ENSG00000102316	54807599	54816015	X
ENSG00000102316	54807599	54816015	X
ENSG00000101193	62937060	62948589	20
ENSG00000105698	35268962	35279821	19
ENSG00000105698	35268962	35279821	19
ENSG00000118705	37178396	37241624	20
ENSG00000071859	154444103	154450654	X
ENSG00000142039	41310172	41324873	19
ENSG00000167615	54449157	54462022	19
ENSG00000167615	54449157	54462022	19
ENSG00000113583	133955510	133968674	5
ENSG00000112996	44808947	44820428	5
ENSG00000104408	108162787	108443496	8
ENSG00000104408	108162787	108443496	8
ENSG00000249915	271621	314974	5
ENSG00000249915	271621	314974	5
ENSG00000109519	7058643	7068145	4
ENSG00000126461	49640488	49658649	19
ENSG00000213741	49570984	49599164	14
ENSG00000106803	99222064	99230615	9
ENSG00000137106	37422664	37437259	9
ENSG00000198752	102932380	103057549	14
ENSG00000140564	90868588	90883564	15
ENSG00000167193	1420689	1463162	17
ENSG00000167193	1420689	1463162	17
ENSG00000074695	59327823	59359265	18
ENSG00000008988	56067254	56074510	8
ENSG00000008988	56067254	56074510	8
ENSG00000147669	100150622	100154005	8
ENSG00000169223	177315805	177351840	5
ENSG00000125952	65006174	65102695	14
ENSG00000125952	65006174	65102695	14
ENSG00000285976	63572480	63583588	6
ENSG00000163319	83455932	83470428	4
ENSG00000163319	83455932	83470428	4
ENSG00000211450	57741491	57743554	11
ENSG00000101608	3247481	3256260	18
ENSG00000101608	3247481	3256260	18
ENSG00000164713	98252379	98310441	7
ENSG00000101266	472498	543835	20
ENSG00000129562	22564902	22589235	14
ENSG00000185127	169702126	169706360	6
ENSG00000108848	50719565	50756219	17
ENSG00000108848	50719565	50756219	17
ENSG00000108848	50719565	50756219	17
ENSG00000129559	24216802	24232385	14
ENSG00000141385	12328932	12377473	18
ENSG00000136888	114587706	114598915	9
ENSG00000128463	34225013	34230161	15
ENSG00000128463	34225013	34230161	15
ENSG00000158615	204396492	204411887	1
ENSG00000166794	64155740	64163159	15
ENSG00000167118	128371349	128392016	9
ENSG00000183978	42795147	42798704	17
ENSG00000164104	173331376	173334456	4
ENSG00000006652	112422887	112481017	7
ENSG00000139722	122865330	122896127	12
ENSG00000213551	73183362	73247280	10
ENSG00000165512	45000293	45005329	10
ENSG00000137038	7796500	7888380	9
ENSG00000118680	3261479	3278461	18
ENSG00000185591	53380176	53416446	12
ENSG00000111911	125956733	125980244	6
ENSG00000224877	81239305	81241310	17
ENSG00000104613	19817339	19853282	8
ENSG00000141026	17476994	17493221	17
ENSG00000090061	99481169	99535044	14
ENSG00000104133	44554818	44663688	15
ENSG00000104133	44554818	44663688	15
ENSG00000147684	124539101	124580648	8
ENSG00000179933	23094692	23100456	14
ENSG00000179933	23094692	23100456	14
ENSG00000148303	133348194	133351435	9
ENSG00000148303	133348194	133351435	9
ENSG00000107175	35732296	35738886	9
ENSG00000164164	145110838	145180621	4
ENSG00000177951	167784	207399	11
ENSG00000136816	129803157	129811281	9
ENSG00000170027	76326799	76358991	7
ENSG00000179271	12953119	12957223	19
ENSG00000137133	35812960	35815354	9
ENSG00000169925	134030305	134068555	9
ENSG00000074842	4641374	4670365	19
ENSG00000124214	49113338	49188417	20
ENSG00000124214	49113338	49188417	20
ENSG00000011275	5620047	5781696	7
ENSG00000165264	32553001	32573184	9
ENSG00000132286	6481496	6484683	11
ENSG00000146676	44876299	44885530	7
ENSG00000198791	17224966	17247726	8
ENSG00000182180	73248843	73252693	10
ENSG00000005339	3725054	3880713	16
ENSG00000071553	154428618	154436517	X
ENSG00000148834	104235356	104267461	10
ENSG00000104897	2236823	2248672	19
ENSG00000132471	75845699	75856507	17
ENSG00000166987	57520710	57530148	12
ENSG00000107949	125823525	125853695	10
ENSG00000107949	125823525	125853695	10
ENSG00000128524	128862856	128865847	7
ENSG00000130254	5586981	5624046	19
ENSG00000169032	66386825	66491656	15
ENSG00000169032	66386825	66491656	15
ENSG00000136450	58000919	58007346	17
ENSG00000105193	39433136	39436131	19
ENSG00000105193	39433136	39436131	19
ENSG00000214753	62712630	62727561	11
ENSG00000198060	92291167	92353964	10
ENSG00000148291	133356545	133362215	9
ENSG00000014164	143437655	143541455	8
ENSG00000225921	13615335	13633912	6
ENSG00000178567	36985043	36993131	3
ENSG00000082515	154941073	154969411	5
ENSG00000127603	39081316	39487177	1
ENSG00000127603	39081316	39487177	1
ENSG00000164182	60945177	61154531	5
ENSG00000105185	32581188	32587453	19
ENSG00000105185	32581188	32587453	19
ENSG00000120137	168548495	168579600	5
ENSG00000147654	109539711	109570072	8
ENSG00000262664	2042022	2043425	17
ENSG00000142534	49496365	49499708	19
ENSG00000142534	49496365	49499708	19
ENSG00000142534	49496365	49499708	19
ENSG00000186834	45148475	45152099	17
ENSG00000106682	74174231	74197122	7
ENSG00000160877	13116468	13141147	19
ENSG00000130255	5674947	5691881	19
ENSG00000130255	5674947	5691881	19
ENSG00000130255	5674947	5691881	19
ENSG00000130255	5674947	5691881	19
ENSG00000068120	42561467	42566277	17
ENSG00000164096	119296419	119304445	4
ENSG00000184277	101621444	101652391	15
ENSG00000186468	82273320	82278414	5
ENSG00000186468	82273320	82278414	5
ENSG00000186468	82273320	82278414	5
ENSG00000186468	82273320	82278414	5
ENSG00000095787	28532493	28623112	10
ENSG00000095787	28532493	28623112	10
ENSG00000095787	28532493	28623112	10
ENSG00000140319	40035690	40039181	15
ENSG00000140319	40035690	40039181	15
ENSG00000113719	172834251	172952792	5
ENSG00000103510	31114489	31131393	16
ENSG00000100345	36281279	36388010	22
ENSG00000112697	75252924	75284948	6
ENSG00000164610	33094797	33109405	7
ENSG00000177556	151738084	151772532	5
ENSG00000111011	122503454	122527100	12
ENSG00000063244	55654146	55674716	19
ENSG00000063244	55654146	55674716	19
ENSG00000169740	43643859	43649367	10
ENSG00000175387	47808957	47931569	18
ENSG00000137815	41408408	41483563	15
ENSG00000162413	6590724	6614607	1
ENSG00000174684	66345374	66347638	11
ENSG00000127481	19074510	19210266	1
ENSG00000142396	58305347	58316812	19
ENSG00000178982	38619055	38636959	19
ENSG00000131013	149504495	149546092	6
ENSG00000145592	40825262	40835269	5
ENSG00000145592	40825262	40835269	5
ENSG00000197894	99070978	99088801	4
ENSG00000112514	33416442	33418381	6
ENSG00000112514	33416442	33418381	6
ENSG00000112514	33416442	33418381	6
ENSG00000112514	33416442	33418381	6
ENSG00000197451	178204479	178211183	5
ENSG00000197451	178204479	178211183	5
ENSG00000198792	38219290	38273805	22
ENSG00000034713	75566375	75577881	16
ENSG00000146282	87513459	87590028	6
ENSG00000242616	111661561	111670473	9
ENSG00000009954	73440406	73522293	7
ENSG00000009954	73440406	73522293	7
ENSG00000186660	58578476	58621550	11
ENSG00000100359	40370564	40410289	22
ENSG00000107223	136862115	136866312	9
ENSG00000107223	136862115	136866312	9
ENSG00000107223	136862115	136866312	9
ENSG00000132823	44195939	44210872	20
ENSG00000169020	672423	674369	4
ENSG00000166797	64072114	64094262	15
ENSG00000166797	64072114	64094262	15
ENSG00000078140	39698109	39782792	4
ENSG00000187446	41230824	41281888	15
ENSG00000178988	6707693	6709923	4
ENSG00000146425	158636474	158644755	6
ENSG00000101189	62796473	62801729	20
ENSG00000125875	423596	462566	20
ENSG00000164924	100916523	100953388	8
ENSG00000164924	100916523	100953388	8
ENSG00000125826	407498	432139	20
ENSG00000198408	101784443	101818620	10
ENSG00000198408	101784443	101818620	10
ENSG00000101843	108084202	108091619	X
ENSG00000176108	80991598	81009517	17
ENSG00000164163	145098248	145129524	4
ENSG00000149925	30064164	30070457	16
ENSG00000149925	30064164	30070457	16
ENSG00000149925	30064164	30070457	16
ENSG00000149925	30064164	30070457	16
ENSG00000149925	30064164	30070457	16
ENSG00000120805	101393116	101407772	12
ENSG00000172939	38165089	38255484	3
ENSG00000166311	6390414	6394998	11
ENSG00000010404	149476988	149521096	X
ENSG00000174903	66268590	66277492	11
ENSG00000168159	228487382	228499899	1
ENSG00000086102	33290428	33371872	9
ENSG00000086102	33290428	33371872	9
ENSG00000182108	10928891	10942468	16
ENSG00000083896	68310387	68350098	4
ENSG00000083896	68310387	68350098	4
ENSG00000196683	22812628	22822849	7
ENSG00000163900	185476496	185499057	3
ENSG00000164615	134737608	134752705	5
ENSG00000164615	134737608	134752705	5
ENSG00000124226	49936336	49953892	20
ENSG00000145919	173607145	173616659	5
ENSG00000102931	57245259	57253635	16
ENSG00000125149	67109941	67148544	16
ENSG00000219200	7012417	7014532	17
ENSG00000165283	35099606	35103195	9
ENSG00000080845	36306302	36528637	20
ENSG00000168701	67227103	67229278	16
ENSG00000133872	30063003	30083208	8
ENSG00000099624	1241746	1244825	19
ENSG00000131828	19343893	19361718	X
ENSG00000131828	19343893	19361718	X
ENSG00000169957	30524004	30526821	16
ENSG00000169957	30524004	30526821	16
ENSG00000148229	113407232	113410723	9
ENSG00000156860	30658431	30670810	16
ENSG00000156860	30658431	30670810	16
ENSG00000116560	35176378	35193446	1
ENSG00000188186	100148912	100155944	7
ENSG00000105640	17859868	17864153	19
ENSG00000179958	30423615	30430030	16
ENSG00000072501	53374149	53422728	X
ENSG00000137547	54135183	54149588	8
ENSG00000156639	37819429	38154624	6
ENSG00000156639	37819429	38154624	6
ENSG00000137876	55180797	55197076	15
ENSG00000179151	74630557	74696292	15
ENSG00000087302	51989441	52010694	14
ENSG00000174917	5678421	5680516	19
ENSG00000100897	24114010	24125614	14
ENSG00000136938	97983215	98015943	9
ENSG00000147403	154389955	154409168	X
ENSG00000147403	154389955	154409168	X
ENSG00000147403	154389955	154409168	X
ENSG00000147403	154389955	154409168	X
ENSG00000162300	65084210	65088398	11
ENSG00000151465	12195950	12250595	10
