Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSG00000278414	54771198	54780682	CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1
ENSG00000281020	1316265	1365970	CHR_HSCHR2_4_CTG1
ENSG00000275136	54874257	54890481	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
ENSG00000275269	54860626	54876850	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1
ENSG00000274556	54724447	54736132	CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1
ENSG00000277603	1372594	1540021	CHR_HSCHR2_4_CTG1
ENSG00000278442	54850442	54867200	CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1
ENSG00000277196	138082	161852	KI270734.1
ENSG00000273498	54789862	54800938	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
ENSG00000277750	54803572	54814476	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
ENSG00000276395	54832694	54847510	CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1
ENSG00000276310	54769748	54784069	CHR_HSCHR19KIR_FH13_A_HAP_CTG3_1
ENSG00000277630	108007	139659	GL000213.1
ENSG00000273794	54769825	54784337	CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1
ENSG00000278758	54864015	54880809	CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1
ENSG00000281935	123826687	123935766	CHR_HSCHR12_6_CTG2_1
ENSG00000278817	131494	137392	KI270734.1
ENSG00000276017	72411	74814	KI270734.1
ENSG00000275262	54850443	54867215	CHR_HSCHR19KIR_RSH_A_HAP_CTG3_1
ENSG00000274786	54724451	54736098	CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1
ENSG00000274382	177992545	177996421	CHR_HSCHR5_3_CTG5
ENSG00000262573	41226627	41227631	CHR_HSCHR17_6_CTG4
ENSG00000276465	54832686	54848263	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
ENSG00000262896	41238317	41239283	CHR_HSCHR17_6_CTG4
ENSG00000263263	41253969	41255271	CHR_HSCHR17_6_CTG4
ENSG00000275914	54754693	54769187	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
ENSG00000262221	41264289	41265327	CHR_HSCHR17_6_CTG4
ENSG00000277392	54724479	54736494	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
ENSG00000262542	41290456	41291481	CHR_HSCHR17_6_CTG4
ENSG00000282665	731140	738106	CHR_HSCHR8_4_CTG1
ENSG00000278229	82615842	82619653	CHR_HSCHR15_5_CTG8
ENSG00000262594	41244014	41244994	CHR_HSCHR17_6_CTG4
ENSG00000275937	54770973	54780252	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000278207	54814235	54828734	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
ENSG00000277885	54738243	54752150	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000276011	54754397	54768727	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000275629	54849620	54866390	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1
ENSG00000277552	54724203	54736221	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000281775	46142109	46155567	CHR_HSCHR21_5_CTG2
ENSG00000278277	54771294	54784697	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
ENSG00000282752	79685555	79723770	CHR_HSCHR18_3_CTG2_1
ENSG00000278692	54754729	54769262	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
ENSG00000275735	54738547	54752855	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
ENSG00000280635	177996182	177996994	CHR_HSCHR5_2_CTG5
ENSG00000274947	54832654	54848283	CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1
ENSG00000275035	123918723	123946006	CHR_HSCHR12_6_CTG2_1
ENSG00000275848	54848033	54858928	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
ENSG00000276256	42939	49164	GL000195.1
ENSG00000275416	54850500	54867258	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1
ENSG00000277354	36361959	36362656	CHR_HSCHR2_1_CTG5
ENSG00000277445	82622289	82720771	CHR_HSCHR15_5_CTG8
ENSG00000278368	54816432	54830744	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
ENSG00000277850	54803411	54814521	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
ENSG00000278025	54977550	54981465	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000281289	46190452	46221883	CHR_HSCHR21_5_CTG2
ENSG00000276459	54738512	54753028	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1
ENSG00000278248	54769801	54784302	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1
ENSG00000274465	54860636	54875223	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000279389	34261710	34308123	CHR_HSCHR19_1_CTG3_1
ENSG00000275517	11351822	11356402	CHR_HSCHR12_5_CTG2
ENSG00000262634	50374995	50394173	CHR_HSCHR18_1_CTG1_1
ENSG00000274957	54832707	54848622	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
ENSG00000262102	67576031	67586429	CHR_HSCHR18_2_CTG2
ENSG00000262860	34172447	34229322	CHR_HSCHR19_1_CTG3_1
ENSG00000278430	54803354	54814544	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
ENSG00000280618	22903706	22981018	CHR_HSCHR15_1_CTG3
ENSG00000277028	54724486	54736500	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1
ENSG00000275353	54832684	54848599	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
ENSG00000277442	54906159	54910074	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
ENSG00000282302	77292191	77306525	CHR_HSCHR17_3_CTG4
ENSG00000280807	23036897	23039673	CHR_HSCHR15_2_CTG3
ENSG00000275436	54771163	54780643	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
ENSG00000278809	54850485	54867216	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
ENSG00000275637	54906192	54910107	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1
ENSG00000276357	54850475	54867233	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1
ENSG00000274679	46161526	46186787	CHR_HSCHR21_5_CTG2
ENSG00000278247	23133045	23141599	CHR_HSCHR15_2_CTG3
ENSG00000278495	54769810	54784323	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1
ENSG00000274920	54860886	54875194	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
ENSG00000262156	38952742	38962839	CHR_HSCHR22_1_CTG2
ENSG00000275009	23131736	23140290	CHR_HSCHR15_1_CTG3
ENSG00000276882	54921821	54938615	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000278728	148217288	148419466	CHR_HSCHR7_3_CTG6
ENSG00000281919	33946602	33956490	CHR_HSCHR5_6_CTG1
ENSG00000276856	22983146	23039654	CHR_HSCHR15_1_CTG3
ENSG00000273772	70070287	70099184	CHR_HSCHR5_1_CTG1_1
ENSG00000277069	33938372	33940223	CHR_HSCHR5_6_CTG1
ENSG00000281690	33842143	33894178	CHR_HSCHR5_6_CTG1
ENSG00000282152	1487682	1552210	CHR_HSCHR8_1_CTG1
ENSG00000280759	940735	1012239	CHR_HSCHR11_2_CTG1
ENSG00000276625	54769794	54784109	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
ENSG00000274639	54724479	54736534	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1
ENSG00000276582	168939927	168953422	CHR_HSCHR2_1_CTG7_2
ENSG00000275306	54905771	54920219	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
ENSG00000278403	54922093	54938887	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
ENSG00000275317	54803627	54814543	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1
ENSG00000278373	168918229	168926984	CHR_HSCHR2_1_CTG7_2
ENSG00000261846	151744454	151770036	CHR_HSCHR3_1_CTG2_1
ENSG00000276154	54832687	54848602	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1
ENSG00000277909	168834132	168930360	CHR_HSCHR2_1_CTG7_2
ENSG00000275031	83077507	83097050	CHR_HSCHR17_1_CTG9
ENSG00000278856	54816482	54830789	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1
ENSG00000278116	54877311	54886807	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000274320	82509086	82518216	CHR_HSCHR15_5_CTG8
ENSG00000275500	54888671	54903107	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000262473	33508081	33521016	CHR_HSCHR21_4_CTG1_1
ENSG00000276327	54905478	54919948	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000274296	401826	412487	CHR_HSCHR16_CTG2
ENSG00000278759	82923652	82946138	CHR_HSCHR17_1_CTG9
ENSG00000275326	168831472	168865516	CHR_HSCHR2_1_CTG7_2
ENSG00000278821	54769815	54784318	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
ENSG00000282755	82619121	82635020	CHR_HSCHR15_5_CTG8
ENSG00000277518	1012821	1043528	CHR_HSCHR11_2_CTG1
ENSG00000276910	70376388	70411404	CHR_HSCHR5_1_CTG1_1
ENSG00000274042	82342783	82349497	CHR_HSCHR15_5_CTG8
ENSG00000262911	33495087	33501278	CHR_HSCHR21_4_CTG1_1
ENSG00000275049	82403250	82412947	CHR_HSCHR15_5_CTG8
ENSG00000274166	82418974	82428498	CHR_HSCHR15_5_CTG8
ENSG00000262795	33410836	33488905	CHR_HSCHR21_4_CTG1_1
ENSG00000277657	54782575	54796808	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
ENSG00000275513	54724485	54736502	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
ENSG00000275737	54738502	54752797	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
ENSG00000278481	54771247	54780763	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
ENSG00000277163	54782627	54797062	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
ENSG00000273831	537527	554915	CHR_HSCHR11_1_CTG8
ENSG00000278086	54888943	54903379	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
ENSG00000277540	54837484	54858960	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
ENSG00000278361	54850495	54867253	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
ENSG00000274692	54769275	54783790	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1
ENSG00000274438	54738507	54752802	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
ENSG00000263057	40875941	40885227	CHR_HSCHR17_4_CTG4
ENSG00000274780	576501	612474	CHR_HSCHR11_1_CTG8
ENSG00000274404	22461390	22471066	CHR_HSCHR15_3_CTG3
ENSG00000275062	54723963	54736023	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1
ENSG00000275338	425619	526533	CHR_HSCHR16_CTG2
ENSG00000262068	41008648	41019451	CHR_HSCHR17_4_CTG4
ENSG00000277389	1694414	1694974	CHR_HSCHR11_2_CTG1_1
ENSG00000263296	40999320	41000021	CHR_HSCHR17_4_CTG4
ENSG00000280585	1584352	1585293	CHR_HSCHR11_2_CTG1_1
ENSG00000278620	1620988	1622346	CHR_HSCHR11_2_CTG1_1
ENSG00000262121	41105751	41106907	CHR_HSCHR17_4_CTG4
ENSG00000263160	33432485	33489568	CHR_HSCHR21_4_CTG1_1
ENSG00000263091	41065346	41066109	CHR_HSCHR17_4_CTG4
ENSG00000277033	82942371	83050530	CHR_HSCHR17_1_CTG9
ENSG00000278302	1629984	1630868	CHR_HSCHR11_2_CTG1_1
ENSG00000263309	40922696	40937634	CHR_HSCHR17_4_CTG4
ENSG00000275037	54860882	54875495	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
ENSG00000278165	1554044	1571920	CHR_HSCHR11_2_CTG1_1
ENSG00000281216	245353678	245713153	CHR_HSCHR1_1_CTG32_1
ENSG00000281618	1729629	1732648	CHR_HSCHR11_2_CTG1_1
ENSG00000277982	54877123	54893917	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1
ENSG00000281191	1607591	1608489	CHR_HSCHR11_2_CTG1_1
ENSG00000281533	1597193	1598310	CHR_HSCHR11_2_CTG1_1
ENSG00000275456	54803616	54814523	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1
ENSG00000277175	54816466	54830808	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
ENSG00000262845	40977843	40987262	CHR_HSCHR17_4_CTG4
ENSG00000268674	35407	35916	KI270713.1
ENSG00000277475	31698	32528	KI270713.1
ENSG00000263141	32769814	32771858	CHR_HSCHR21_3_CTG1_1
ENSG00000278633	10598	13001	KI270731.1
ENSG00000262808	41040684	41041586	CHR_HSCHR17_4_CTG4
ENSG00000262731	41054623	41055489	CHR_HSCHR17_4_CTG4
ENSG00000262938	32793564	32813728	CHR_HSCHR21_3_CTG1_1
ENSG00000263229	41117663	41118842	CHR_HSCHR17_4_CTG4
ENSG00000262347	41034011	41034982	CHR_HSCHR17_4_CTG4
