Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSG00000283714	46073	48025	HG2046_PATCH
ENSG00000284090	49314	53277	HG2046_PATCH
ENSG00000286184	49318	56735	HG2046_PATCH
ENSG00000284228	55892	58136	HG2046_PATCH
ENSG00000283903	58730	65394	HG2046_PATCH
ENSG00000283946	65518	78167	HG2046_PATCH
ENSG00000283868	79823	104720	HG2046_PATCH
ENSG00000284515	101789	103953	HG2046_PATCH
ENSG00000284832	104823	135071	HG2046_PATCH
ENSG00000284868	591576	600758	HG1_PATCH
ENSG00000285326	600828	610102	HG1_PATCH
ENSG00000281660	242512	263190	HG2191_PATCH
ENSG00000285199	606074	612408	HG1_PATCH
ENSG00000285203	606712	613031	HG1_PATCH
ENSG00000285456	612428	619014	HG1_PATCH
ENSG00000284814	619327	636071	HG1_PATCH
ENSG00000291479	310221	311920	HG2052_PATCH
ENSG00000291480	398602	406898	HG2052_PATCH
ENSG00000291483	431280	449630	HG2052_PATCH
ENSG00000291484	453681	486646	HG2052_PATCH
ENSG00000291485	370074	370838	HG2052_PATCH
ENSG00000288407	30130	165741	HG2198_PATCH
ENSG00000291534	18878	83690	HG2219_PATCH
ENSG00000288362	167028	196915	HG2198_PATCH
ENSG00000291523	95118	110094	HG2219_PATCH
ENSG00000291527	115363	145222	HG2219_PATCH
ENSG00000291533	146539	164531	HG2219_PATCH
ENSG00000285379	637003	641000	HG1_PATCH
ENSG00000291525	168205	269780	HG2219_PATCH
ENSG00000288455	238558	263227	HG2198_PATCH
ENSG00000285485	666651	680582	HG1_PATCH
ENSG00000288408	275246	290451	HG2198_PATCH
ENSG00000291544	52097	94741	HG2231_HG2496_PATCH
ENSG00000291547	174636	195036	HG2231_HG2496_PATCH
ENSG00000281877	17379	62648	HG2058_PATCH
ENSG00000291539	57798	210052	HG2225_PATCH
ENSG00000282739	110410	365012	HG2235_PATCH
ENSG00000284807	254713	270255	HG1_PATCH
ENSG00000292270	270920	312726	HG1_PATCH
ENSG00000285070	30718	130818	HG1815_PATCH
ENSG00000284953	134107	260810	HG1815_PATCH
ENSG00000281614	5305	153241	HG2232_PATCH
ENSG00000281089	155389	241012	HG2232_PATCH
ENSG00000281894	80547	119527	HG2066_PATCH
ENSG00000280661	103577	125048	HG2066_PATCH
ENSG00000281709	110242	173825	HG2066_PATCH
ENSG00000281306	174086	186145	HG2066_PATCH
ENSG00000281448	237993	249181	HG2066_PATCH
ENSG00000281661	254946	262433	HG2066_PATCH
ENSG00000281665	263011	286969	HG2066_PATCH
ENSG00000280610	287071	398726	HG2066_PATCH
ENSG00000285383	162411	178897	HG1815_PATCH
ENSG00000288503	43623	51348	HG2246_HG2248_HG2276_PATCH
ENSG00000284850	288197	346679	HG1815_PATCH
ENSG00000281857	253154	292393	HG2232_PATCH
ENSG00000288146	51486	59502	HG2246_HG2248_HG2276_PATCH
ENSG00000280975	19738	37393	HG2217_PATCH
ENSG00000285479	312916	1046066	HG1815_PATCH
ENSG00000288490	103401	235949	HG2246_HG2248_HG2276_PATCH
ENSG00000280831	37312	40291	HG2217_PATCH
ENSG00000280495	40363	47054	HG2217_PATCH
ENSG00000280516	387254	391020	HG2066_PATCH
ENSG00000281886	399958	440340	HG2066_PATCH
ENSG00000280682	65787	78826	HG2217_PATCH
ENSG00000281626	17234	35971	HG2066_PATCH
ENSG00000281178	21012	85373	HG2247_PATCH
ENSG00000285395	103030	472459	HG2263_PATCH
ENSG00000284068	81203	115135	HG2088_PATCH
ENSG00000291554	7165	11141	HG2264_PATCH
ENSG00000291555	178064	181755	HG2264_PATCH
ENSG00000291559	26961	101659	HG2264_PATCH
ENSG00000280616	89291	103577	HG2217_PATCH
ENSG00000281459	47642	88521	HG2095_PATCH
ENSG00000280549	91612	126747	HG2095_PATCH
ENSG00000283847	14483	48044	HG2266_PATCH
ENSG00000280908	153419	209227	HG2095_PATCH
ENSG00000291574	682364	921979	HG2275_PATCH
ENSG00000281500	45351	52488	HG2217_PATCH
ENSG00000291581	58281	69580	HG2275_PATCH
ENSG00000154646	18269116	18485879	21
ENSG00000291582	87851	239219	HG2275_PATCH
ENSG00000280949	217419	246922	HG2095_PATCH
ENSG00000281540	251983	284900	HG2095_PATCH
ENSG00000291596	572093	574414	HG2275_PATCH
ENSG00000291597	581970	590075	HG2275_PATCH
ENSG00000284369	47077	410169	HG2266_PATCH
ENSG00000291598	590248	629097	HG2275_PATCH
ENSG00000232263	30289145	30289514	21
ENSG00000156282	30165565	30166805	21
ENSG00000188694	30281309	30282950	21
ENSG00000291600	418694	515908	HG2275_PATCH
ENSG00000154654	20998409	21543329	21
ENSG00000291603	639607	665893	HG2275_PATCH
ENSG00000283812	315665	321332	HG2266_PATCH
ENSG00000284103	409139	424178	HG2266_PATCH
ENSG00000291560	3435	65394	HG2265_PATCH
ENSG00000291561	150307	986812	HG2265_PATCH
ENSG00000281917	2426	47592	HG2104_PATCH
ENSG00000156284	30214006	30216097	21
ENSG00000159256	36320189	36386148	21
ENSG00000283852	426428	464015	HG2266_PATCH
ENSG00000154645	17901263	18267373	21
ENSG00000283059	77778	78311	HG2334_PATCH
ENSG00000291606	259882	645636	HG2280_PATCH
ENSG00000284792	78462	183684	HG2334_PATCH
ENSG00000291608	53022	224537	HG2280_PATCH
ENSG00000249209	33584687	33931607	21
ENSG00000291625	1092832	1119642	HG2280_PATCH
ENSG00000291629	1131131	1146189	HG2280_PATCH
ENSG00000291631	1146975	1150409	HG2280_PATCH
ENSG00000159228	36069941	36073166	21
ENSG00000265590	32402511	32612865	21
ENSG00000159263	36699115	36749917	21
ENSG00000183145	37006150	37019662	21
ENSG00000291729	9469	23568	HG2408_PATCH
ENSG00000160208	43659560	43696079	21
ENSG00000291730	23435	74408	HG2408_PATCH
ENSG00000283302	16730	37102	HG2288_HG2289_PATCH
ENSG00000280477	40809	191714	HG2288_HG2289_PATCH
ENSG00000160216	43865223	43987592	21
ENSG00000288194	1309218	1310156	HG2365_PATCH
ENSG00000288501	1323146	1324093	HG2365_PATCH
ENSG00000288347	3023934	3054785	HG2365_PATCH
ENSG00000288478	3680689	3718280	HG2365_PATCH
ENSG00000288461	3764107	3841375	HG2365_PATCH
ENSG00000288214	4023536	4031349	HG2365_PATCH
ENSG00000288344	4052227	4062511	HG2365_PATCH
ENSG00000274391	10521553	10606140	21
ENSG00000288440	4275401	4283241	HG2365_PATCH
ENSG00000288517	4384966	4393338	HG2365_PATCH
ENSG00000288188	4591460	4595206	HG2365_PATCH
ENSG00000288364	4634304	4635027	HG2365_PATCH
ENSG00000288375	189414	189847	HG2365_PATCH
ENSG00000288429	212409	212868	HG2365_PATCH
ENSG00000288133	237492	238937	HG2365_PATCH
ENSG00000283864	234160	235824	HG2291_PATCH
ENSG00000288270	347567	348453	HG2365_PATCH
ENSG00000288137	546090	546362	HG2365_PATCH
ENSG00000288280	556638	557528	HG2365_PATCH
ENSG00000288480	694310	695742	HG2365_PATCH
ENSG00000292284	773566	783509	HG2365_PATCH
ENSG00000288202	814140	814428	HG2365_PATCH
ENSG00000288350	868495	868854	HG2365_PATCH
ENSG00000288382	966354	967190	HG2365_PATCH
ENSG00000288265	1041117	1041794	HG2365_PATCH
ENSG00000288113	1080247	1111266	HG2365_PATCH
ENSG00000288164	1380893	1381516	HG2365_PATCH
ENSG00000288190	1389054	1389489	HG2365_PATCH
ENSG00000288313	1406692	1413988	HG2365_PATCH
ENSG00000288345	1630995	1631885	HG2365_PATCH
ENSG00000288282	1642153	1642425	HG2365_PATCH
ENSG00000288465	1957781	1958458	HG2365_PATCH
ENSG00000288142	1994634	2029636	HG2365_PATCH
ENSG00000288469	2227072	2228155	HG2365_PATCH
ENSG00000288193	2241003	2242127	HG2365_PATCH
ENSG00000288165	2306967	2307402	HG2365_PATCH
ENSG00000288413	2331526	2331959	HG2365_PATCH
ENSG00000288483	2549496	2550386	HG2365_PATCH
ENSG00000288432	2560654	2560926	HG2365_PATCH
ENSG00000288286	2764246	2765132	HG2365_PATCH
ENSG00000288419	3094546	3095223	HG2365_PATCH
ENSG00000288176	3267715	3268074	HG2365_PATCH
ENSG00000288354	3322127	3332391	HG2365_PATCH
ENSG00000288423	3440677	3442109	HG2365_PATCH
ENSG00000288411	15086	18803	HG2111_PATCH
ENSG00000283465	3501885	3512109	HG2365_PATCH
ENSG00000288241	3983189	3985225	HG2365_PATCH
ENSG00000288339	4186608	4196895	HG2365_PATCH
ENSG00000285815	39380332	39515506	21
ENSG00000288173	4217715	4225527	HG2365_PATCH
ENSG00000288128	4314060	4314338	HG2365_PATCH
ENSG00000288405	4513255	4522890	HG2365_PATCH
ENSG00000288445	27494	71024	HG2111_PATCH
ENSG00000183036	39867438	39929397	21
ENSG00000171587	40010999	40847158	21
ENSG00000291649	21312	247523	HG2308_PATCH
ENSG00000291650	30028	247523	HG2308_PATCH
ENSG00000291651	36204	247523	HG2308_PATCH
ENSG00000291652	42105	247523	HG2308_PATCH
ENSG00000291653	56780	247523	HG2308_PATCH
ENSG00000291654	63134	247523	HG2308_PATCH
ENSG00000291655	69424	247523	HG2308_PATCH
ENSG00000291656	76363	247523	HG2308_PATCH
ENSG00000291657	82948	247523	HG2308_PATCH
ENSG00000291659	91059	247523	HG2308_PATCH
ENSG00000291662	103359	247523	HG2308_PATCH
ENSG00000291663	110478	247523	HG2308_PATCH
ENSG00000291666	117300	247523	HG2308_PATCH
ENSG00000291668	201646	247523	HG2308_PATCH
ENSG00000183421	41739369	41767089	21
ENSG00000291669	286550	294522	HG2308_PATCH
ENSG00000291670	161475	247523	HG2308_PATCH
ENSG00000291672	329782	333879	HG2308_PATCH
ENSG00000291676	356994	360799	HG2308_PATCH
ENSG00000291677	370382	373791	HG2308_PATCH
ENSG00000291737	41113	67257	HG2461_PATCH
ENSG00000291679	385233	388463	HG2308_PATCH
ENSG00000291743	67320	78283	HG2461_PATCH
ENSG00000160181	42346357	42350997	21
ENSG00000291681	407820	411559	HG2308_PATCH
ENSG00000291682	412966	415715	HG2308_PATCH
ENSG00000291684	417563	421402	HG2308_PATCH
ENSG00000291738	83783	260177	HG2461_PATCH
ENSG00000291687	422303	426717	HG2308_PATCH
ENSG00000160182	42362282	42366535	21
ENSG00000291689	427529	430823	HG2308_PATCH
ENSG00000291690	434786	438955	HG2308_PATCH
ENSG00000291691	443873	447747	HG2308_PATCH
ENSG00000288114	71121	115871	HG2111_PATCH
ENSG00000291692	449095	454155	HG2308_PATCH
ENSG00000291693	458519	462935	HG2308_PATCH
ENSG00000160185	42403447	42447684	21
ENSG00000291694	458548	481037	HG2308_PATCH
ENSG00000291695	480571	484541	HG2308_PATCH
ENSG00000291674	335649	339003	HG2308_PATCH
ENSG00000288299	146012	159877	HG2111_PATCH
ENSG00000291745	74048	80745	HG2476_PATCH
ENSG00000291712	50158	79085	HG2407_PATCH
ENSG00000291747	152669	200533	HG2476_PATCH
ENSG00000291720	351187	376701	HG2407_PATCH
ENSG00000284774	22194	45323	HG2419_PATCH
ENSG00000234289	43565182	43565648	21
ENSG00000291721	382932	393259	HG2407_PATCH
ENSG00000291722	384375	397992	HG2407_PATCH
ENSG00000142182	44246339	44262216	21
ENSG00000160226	44328944	44339402	21
ENSG00000285482	45187	57513	HG2419_PATCH
ENSG00000291748	79333	117706	HG2494_PATCH
ENSG00000215455	44538981	44540195	21
ENSG00000205445	44550357	44551505	21
ENSG00000212935	44557790	44558795	21
ENSG00000241123	44579455	44580604	21
ENSG00000188155	44591268	44592505	21
ENSG00000272804	44600597	44602174	21
ENSG00000187766	44612079	44612954	21
ENSG00000221859	44637356	44638455	21
ENSG00000243489	44646414	44647650	21
ENSG00000212933	44654213	44654659	21
ENSG00000205439	44657932	44658341	21
ENSG00000221864	44666189	44666927	21
ENSG00000187175	44681576	44682163	21
ENSG00000184221	33070141	33072413	21
ENSG00000166351	13609777	13645823	21
ENSG00000284923	61168	67085	HG2419_PATCH
ENSG00000285272	82822	85517	HG2419_PATCH
ENSG00000177398	42062959	42143453	21
ENSG00000285047	83831	86212	HG2419_PATCH
ENSG00000285442	86034	89979	HG2419_PATCH
ENSG00000288236	129779	134188	HG2509_PATCH
ENSG00000288506	256352	260747	HG2509_PATCH
ENSG00000285451	103704	123845	HG2419_PATCH
ENSG00000288416	149176	153567	HG2511_PATCH
ENSG00000285049	123832	139938	HG2419_PATCH
ENSG00000288711	34511122	34614913	21
ENSG00000183640	30812697	30813274	21
ENSG00000274749	30829039	30829759	21
ENSG00000182591	30880644	30881580	21
ENSG00000206102	31038159	31038476	21
ENSG00000288336	90262	92878	HG2499_PATCH
ENSG00000233056	42916803	42925630	21
ENSG00000288284	93946	94960	HG2499_PATCH
ENSG00000188992	14108813	14210955	21
ENSG00000288513	28179	29250	HG2499_PATCH
ENSG00000221837	44627093	44628378	21
ENSG00000215454	44573729	44575371	21
ENSG00000183067	39745183	39802081	21
ENSG00000291761	22284	59336	HG2515_PATCH
ENSG00000291754	83962	131161	HG2515_PATCH
ENSG00000160294	46235133	46286297	21
ENSG00000291760	138280	146276	HG2515_PATCH
ENSG00000273167	23979700	24321031	13
ENSG00000291756	177890	184284	HG2515_PATCH
ENSG00000292251	152858	160055	HG2515_PATCH
ENSG00000285243	140345	147498	HG2419_PATCH
ENSG00000284900	23	6802	HG2114_PATCH
ENSG00000204899	72708367	72727629	13
