species	gene_id	gene_name	genetype	chromosome	start	end	gene_length_bp	strand	source_file
macaca_mulatta	ENSMMUG00000055981		protein_coding	1	45168680	45170593	1914	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000052461		protein_coding	1	76139696	76140997	1302	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000058124		protein_coding	1	95446898	95448022	1125	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000062580		protein_coding	1	130174399	130175938	1540	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000001382	GJA8	protein_coding	1	102190801	102192108	1308	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000043586	ID3	protein_coding	1	201209830	201214016	4187	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000052364		protein_coding	1	152110249	152111312	1064	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000060928		protein_coding	1	2358741	2361942	3202	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000011380	CNST	protein_coding	1	2395778	2510336	114559	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000002585	CCDC190	protein_coding	1	20391971	20398101	6131	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000059690		protein_coding	1	2427058	2429350	2293	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000055490	TFB2M	protein_coding	1	2510498	2540181	29684	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000005777	SMYD3	protein_coding	1	2568685	3324607	755923	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000008153	NPR1	protein_coding	1	97371242	97387229	15988	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000017324	KIF26B	protein_coding	1	3386414	3939026	552613	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000008847	SH2D5	protein_coding	1	203985419	203993895	8477	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000011424	EFCAB2	protein_coding	1	3964561	4127294	162734	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000053368		protein_coding	1	4127062	4134266	7205	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000021098	HNRNPU	protein_coding	1	4234745	4252527	17783	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000059986		protein_coding	1	45279756	45284218	4463	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000031175	COX20	protein_coding	1	4254577	4263278	8702	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000062648		protein_coding	1	4363427	4364610	1184	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000057626		protein_coding	1	76251546	76252562	1017	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000018525	PSEN2	protein_coding	1	84453713	84480373	26661	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000022310	DESI2	protein_coding	1	4401250	4464048	62799	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000012031	COL8A2	protein_coding	1	188469792	188501627	31836	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000000021	CATSPERE	protein_coding	1	4478525	4653134	174610	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000008636	COQ8A	protein_coding	1	84515299	84560802	45504	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000050632	ADPRS	protein_coding	1	188505269	188511410	6142	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000021388	CIART	protein_coding	1	100863269	100872485	9217	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000062093		protein_coding	1	4580551	4583289	2739	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000000016	ADSS2	protein_coding	1	4663495	4707156	43662	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000012028	TEKT2	protein_coding	1	188510865	188514779	3915	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000010176	DTL	protein_coding	1	69530391	69680083	149693	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000000015	SPMIP3	protein_coding	1	4725778	4754700	28923	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000006252	AGO3	protein_coding	1	188543914	188666731	122818	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000011832	E2F2	protein_coding	1	201239166	201262240	23075	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000008149	ILF2	protein_coding	1	97385512	97403917	18406	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000015664	ZBTB18	protein_coding	1	5061719	5067900	6182	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000061500		protein_coding	1	201278463	201279922	1460	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000019771	PPP2R5A	protein_coding	1	69782184	69861123	78940	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000063991		protein_coding	1	5121444	5123023	1580	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000044406	POU3F1	protein_coding	1	186538792	186540147	1356	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000049847		protein_coding	1	5224356	5225709	1354	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000042021	ASAP3	protein_coding	1	201286768	201341700	54933	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000006251	AGO1	protein_coding	1	188673810	188715517	41708	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000002141	PACC1	protein_coding	1	69860408	69903297	42890	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000008836	DDOST	protein_coding	1	203996346	204068804	72459	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000002142	NENF	protein_coding	1	69927122	69939772	12651	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000019995	AKT3	protein_coding	1	5268539	5626496	357958	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000053224	SNAPIN	protein_coding	1	97403834	97406922	3089	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000015158	SLC6A9	protein_coding	1	180419440	180454528	35089	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000008835	PINK1	protein_coding	1	204064593	204082097	17505	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000008146	CHTOP	protein_coding	1	97414515	97426437	11923	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000010977	TCEA3	protein_coding	1	201345560	201394167	48608	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000008145	S100A1	protein_coding	1	97416282	97445913	29632	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000056564	CDA	protein_coding	1	204099961	204130461	30501	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000015156	CCDC24	protein_coding	1	180454486	180459061	4576	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000057586	S100A13	protein_coding	1	97435007	97442829	7823	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000003343	AGO4	protein_coding	1	188745954	188795973	50020	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000060391		protein_coding	1	204124031	204125877	1847	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000055518	S100A14	protein_coding	1	97445427	97447044	1618	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000057562		protein_coding	1	204128698	204130512	1815	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000015155	B4GALT2	protein_coding	1	180458690	180471554	12865	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000050796	FAM43B	protein_coding	1	204172221	204173210	990	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000045106	S100A16	protein_coding	1	97448630	97454825	6196	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000008638	CDC42BPA	protein_coding	1	84568059	84890890	322832	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000010973	ZNF436	protein_coding	1	201402180	201412994	10815	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000010978	S100A2	protein_coding	1	97500977	97508608	7632	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000051774	MUL1	protein_coding	1	204219946	204228946	9001	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000019994	SDCCAG8	protein_coding	1	5629548	5879337	249790	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000050423		protein_coding	1	188807526	188808574	1049	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000031655	S100A3	protein_coding	1	97520296	97522197	1902	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000053265		protein_coding	1	188831767	188833243	1477	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000022884	GLUL	protein_coding	1	39623410	39632263	8854	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000063102	CAMK2N1	protein_coding	1	204242901	204245913	3013	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000010979	S100A4	protein_coding	1	97523360	97526145	2786	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000015150	DPH2	protein_coding	1	180472451	180482158	9708	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000010970	HNRNPR	protein_coding	1	201427749	201462638	34890	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000010980	S100A5	protein_coding	1	97529257	97532127	2871	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000008917	S100A6	protein_coding	1	97533315	97534781	1467	+	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000022886	TEDDM1	protein_coding	1	39657049	39657873	825	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000011221	FCAMR	protein_coding	1	64471942	64488410	16469	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
macaca_mulatta	ENSMMUG00000006022	VWA5B1	protein_coding	1	204375912	204426772	50861	-	data/raw/ensembl/macaca_mulatta/release-115/Macaca_mulatta.Mmul_10.115.chr.gtf.gz
